id,name,now_cost,position,team,selected_rank,influence,points_per_game,starts,form,goals_scored,expected_goals_per_90,transfers_out_event,expected_goals_conceded,cost_change_event_fall,penalties_order,ict_index_rank_type,team_join_date,creativity,influence_rank,transfers_out,ep_next,saves_per_90,ep_this,cost_change_start,goals_conceded,expected_goal_involvements_per_90,points_per_game_rank,region,transfers_in,chance_of_playing_this_round,direct_freekicks_order,penalties_saved,now_cost_rank,creativity_rank_type,expected_goal_involvements,transfers_in_event,expected_assists_per_90,news,selected_rank_type,minutes,cost_change_start_fall,assists,ict_index,goals_conceded_per_90,starts_per_90,threat,influence_rank_type,value_form,creativity_rank,now_cost_rank_type,red_cards,news_added,corners_and_indirect_freekicks_order,expected_goals_conceded_per_90,event_points,total_points,threat_rank,can_select,web_name,threat_rank_type,points_per_game_rank_type,chance_of_playing_next_round,cost_change_event,form_rank,bonus,value_season,ict_index_rank,selected_by_percent,in_dreamteam,clean_sheets_per_90,expected_goals,penalties_missed,own_goals,yellow_cards,clean_sheets,form_rank_type,expected_assists,bps,dreamteam_count,status,saves
145,Joël Veltman,44,DEF,Brighton,141,198.8,3.1,14,2.0,0,0.01,770,17.21,0,,80,2020-07-29,86.7,208,558124,2.0,0.0,2.0,-1,14,0.09,114,152.0,620374,100.0,,0,478,58,1.24,107,0.08,,57,1199,1,0,30.8,1.05,1.05,21.0,78,0.5,231,83,0,2024-11-30T01:00:07.662889Z,,1.29,0,44,323,True,Veltman,110,27,100.0,0,139,7,10.0,258,1.9,False,0.3,0.13,0,0,3,4,43,1.11,197,1,a,0
146,Bart Verbruggen,45,GKP,Brighton,112,486.2,2.9,18,3.2,0,0.0,2638,28.56,0,,9,2023-07-03,0.0,24,310726,3.2,2.94,3.2,0,28,0.0,135,152.0,560834,100.0,,0,406,68,0.00,700,0.0,,17,1620,0,0,48.7,1.56,1.0,0.0,8,0.7,626,18,0,2024-08-12T14:30:04.523944Z,,1.59,0,52,611,True,Verbruggen,62,21,100.0,0,68,4,11.6,185,3.0,False,0.17,0.00,0,0,2,3,7,0.00,205,1,a,53
147,Adam Webster,43,DEF,Brighton,498,35.4,0.5,2,0.2,0,0.02,8,4.12,0,,140,2019-08-03,2.8,392,10827,0.2,0.0,0.2,-2,4,0.06,493,241.0,3451,100.0,,0,543,152,0.06,4,0.04,,179,102,2,0,5.7,3.53,1.76,19.0,139,0.0,427,115,0,2024-12-23T14:30:07.986462Z,,3.64,0,2,333,True,Webster,113,171,100.0,0,362,0,0.5,413,0.1,False,0.0,0.02,0,0,0,0,125,0.04,13,0,a,0
148,Danny Welbeck,55,FWD,Brighton,63,293.0,4.9,13,0.0,6,0.45,1847,20.73,0,3.0,18,2020-10-18,173.8,127,3504026,0.0,0.0,0.0,0,16,0.49,16,241.0,3713427,100.0,1.0,0,102,14,6.01,1294,0.04,,14,1111,0,2,83.7,1.3,1.05,370.0,17,0.0,136,29,0,2024-12-16T09:30:06.558564Z,,1.68,0,69,41,True,Welbeck,18,8,100.0,0,700,13,12.5,79,6.0,False,0.41,5.57,0,0,1,5,72,0.44,247,1,a,0
149,Mats Wieffer,47,MID,Brighton,486,144.0,2.2,4,1.8,1,0.1,36,9.70,0,,140,2024-07-06,80.3,260,19959,0.9,0.0,0.9,-3,12,0.13,220,152.0,16105,50.0,,0,335,152,0.68,3,0.03,Thigh injury - 50% chance of playing,181,464,3,2,27.8,2.33,0.78,57.0,111,0.4,242,216,0,2024-12-21T22:00:08.030972Z,,1.88,0,28,252,True,Wieffer,139,94,50.0,0,159,3,6.0,277,0.1,False,0.19,0.50,0,0,2,1,68,0.18,104,0,d,0
595,Brajan Gruda,54,MID,Brighton,588,50.4,1.3,4,1.4,0,0.08,9,5.49,0,,145,2024-08-14,115.8,368,4039,1.4,0.0,1.4,-1,8,0.22,370,80.0,1651,100.0,,0,138,124,0.76,4,0.14,,243,317,1,0,25.4,2.27,1.14,88.0,172,0.3,195,83,0,2024-11-30T01:00:08.395710Z,,1.56,0,13,202,True,Gruda,118,177,100.0,0,198,0,2.4,288,0.0,False,0.28,0.27,0,0,0,1,91,0.49,43,0,a,0
600,Yasin Ayari,50,MID,Brighton,560,174.6,1.7,11,1.0,0,0.12,12,16.40,0,,82,2023-01-30,273.2,232,4813,1.0,0.0,1.0,0,13,0.22,314,206.0,5051,100.0,,0,224,58,2.45,3,0.1,,224,1010,0,0,59.6,1.16,0.98,149.0,98,0.2,74,142,0,2024-12-03T12:30:09.025260Z,3.0,1.46,0,29,131,True,Ayari,88,142,100.0,0,245,0,5.8,137,0.0,False,0.36,1.32,0,0,3,4,119,1.13,156,0,a,0
601,Andrew Moran,50,MID,Brighton,699,0.0,0.0,0,0.0,0,0.0,0,0.00,0,,315,,0.0,708,518,0.0,0.0,0.0,0,0,0.0,708,,24,0.0,,0,225,314,0.00,0,0.0,Loaned to Stoke City,309,0,0,0,0.0,0.0,0.0,0.0,315,0.0,705,143,0,2024-08-20T12:19:09.002604Z,,0.0,0,0,700,False,Moran,312,315,0.0,0,682,0,0.0,708,0.0,False,0.0,0.00,0,0,0,0,302,0.00,0,0,u,0
615,Carl Rushworth,40,GKP,Brighton,540,0.0,0.0,0,0.0,0,0.0,11,0.00,0,,64,,0.0,536,7535,0.0,0.0,0.0,0,0,0.0,541,,6698,0.0,,0,645,45,0.00,0,0.0,Loaned to Hull City,68,0,0,0,0.0,0.0,0.0,0.0,64,0.0,515,61,0,2024-08-31T06:28:38.039682Z,,0.0,0,0,480,False,Rushworth,32,64,0.0,0,444,0,0.0,535,0.0,False,0.0,0.00,0,0,0,0,54,0.00,0,0,u,0
618,Georginio Rutter,52,MID,Brighton,254,176.6,3.0,13,1.0,2,0.23,872,19.84,0,,85,2024-08-19,169.2,231,271604,0.8,0.0,0.8,-3,18,0.31,126,73.0,314773,75.0,,0,165,97,3.78,9,0.08,Hamstring injury - 75% chance of playing,78,1079,3,4,57.9,1.5,1.08,245.0,97,0.2,141,100,0,2025-01-12T22:30:09.270999Z,,1.65,0,57,72,True,Georginio,45,54,75.0,0,249,1,11.0,142,0.5,False,0.33,2.77,0,0,2,4,121,1.01,158,1,d,0
628,Ferdi Kadioglu,45,DEF,Brighton,428,116.4,3.2,5,0.0,1,0.1,123,9.44,0,,92,2024-08-27,83.7,284,68381,0.0,0.0,0.0,0,8,0.17,104,219.0,73718,0.0,,0,373,61,0.75,3,0.07,Toe Injury - Unknown return date,153,385,0,0,24.0,1.87,1.17,40.0,105,0.0,238,64,0,2024-11-10T01:30:09.967684Z,,2.21,0,19,275,True,F.Kadıoğlu,83,23,0.0,0,549,0,4.2,295,0.1,False,0.47,0.44,0,0,1,2,229,0.31,59,0,i,0
629,Matt O'Riley,55,MID,Brighton,524,78.6,2.0,4,1.0,1,0.27,53,5.09,0,,137,2024-08-26,117.0,337,13402,1.0,0.0,1.0,0,7,0.53,269,58.0,16752,100.0,,0,108,121,2.07,23,0.26,,201,349,0,0,29.4,1.81,1.03,98.0,158,0.2,192,66,0,2024-12-16T09:30:07.550940Z,1.0,1.31,0,16,190,True,O'Riley,112,119,100.0,0,251,2,2.9,267,0.0,False,0.26,1.06,0,1,1,1,123,1.01,81,0,a,0
663,Imari Samuels,40,DEF,Brighton,539,0.0,0.0,0,0.0,0,0.0,20,0.00,0,,190,2023-05-17,0.0,529,3754,0.0,0.0,0.0,0,0,0.0,534,241.0,5219,,,0,638,187,0.00,6,0.0,,192,0,0,0,0.0,0.0,0.0,0.0,190,0.0,508,180,0,,,0.0,0,0,473,True,Samuels,174,189,,0,437,0,0.0,528,0.0,False,0.0,0.00,0,0,0,0,160,0.00,0,0,a,0
668,Killian Cahill,39,GKP,Brighton,189,0.0,0.0,0,0.0,0,0.0,346,0.00,0,,49,2024-08-24,0.0,506,50461,0.0,0.0,0.0,-1,0,0.0,512,104.0,175061,,,0,720,25,0.00,122,0.0,,27,0,1,0,0.0,0.0,0.0,0.0,49,0.0,480,75,0,,,0.0,0,0,442,True,Cahill,12,49,,0,408,0,0.0,505,1.3,False,0.0,0.00,0,0,0,0,37,0.00,0,0,a,0
681,Ruairi McConville,40,DEF,Brighton,633,0.0,0.0,0,0.0,0,0.0,4,0.00,0,,206,2024-11-22,0.0,552,704,0.0,0.0,0.0,0,0,0.0,558,242.0,1081,,,0,668,204,0.00,6,0.0,,217,0,0,0,0.0,0.0,0.0,0.0,206,0.0,532,203,0,,,0.0,0,0,500,True,McConville,194,206,,0,464,0,0.0,551,0.0,False,0.0,0.00,0,0,0,0,180,0.00,0,0,a,0
685,Jacob Slater,40,DEF,Brighton,644,0.0,0.0,0,0.0,0,0.0,10,0.00,0,,217,2024-11-28,0.0,563,665,0.0,0.0,0.0,0,0,0.0,569,241.0,978,,,0,681,215,0.00,4,0.0,,220,0,0,0,0.0,0.0,0.0,0.0,217,0.0,543,216,0,,,0.0,0,0,511,True,Slater,205,217,,0,475,0,0.0,562,0.0,False,0.0,0.00,0,0,0,0,191,0.00,0,0,a,0
714,Diego Gómez,55,MID,Brighton,710,0.0,0.0,0,0.0,0,0.0,5,0.00,0,,320,2025-01-01,0.0,717,32,2.1,0.0,2.1,0,0,0.0,717,168.0,136,100.0,,0,117,319,0.00,23,0.0,,316,0,0,0,0.0,0.0,0.0,0.0,320,0.0,715,72,0,2025-01-09T16:30:09.168224Z,,0.0,0,0,715,True,Gómez,319,320,100.0,0,704,0,0.0,717,0.0,False,0.0,0.00,0,0,0,0,314,0.00,0,0,a,0
150,Andrey Nascimento dos Santos,45,MID,Chelsea,697,0.0,0.0,0,0.0,0,0.0,0,0.00,0,,278,,0.0,654,606,0.0,0.0,0.0,0,0,0.0,659,,0,0.0,,0,440,279,0.00,0,0.0,Has joined Strasbourg on a season-long loan,307,0,0,0,0.0,0.0,0.0,0.0,279,0.0,648,274,0,2024-08-05T10:16:34.176364Z,,0.0,0,0,635,False,Andrey Santos,274,281,0.0,0,600,0,0.0,653,0.0,False,0.0,0.00,0,0,0,0,244,0.00,0,0,u,0
151,Ângelo Gabriel Borges Damaceno,45,MID,Chelsea,433,0.0,0.0,0,0.0,0,0.0,20,0.00,0,,271,,0.0,646,29435,0.0,0.0,0.0,0,0,0.0,652,,5940,0.0,,0,431,273,0.00,0,0.0,Transferred to Al-Nassr,156,0,0,0,0.0,0.0,0.0,0.0,272,0.0,641,267,0,2024-09-05T10:38:18.297070Z,,0.0,0,0,627,False,Ângelo,267,275,0.0,0,593,0,0.0,645,0.1,False,0.0,0.00,0,0,0,0,238,0.00,0,0,u,0
153,Benoît Badiashile,43,DEF,Chelsea,456,48.2,1.2,2,0.0,0,0.0,31,4.63,0,,141,2023-01-05,8.8,374,20469,0.0,0.0,0.0,-2,4,0.02,374,73.0,11951,0.0,,0,562,137,0.06,2,0.02,Unknown - Expected back 14 Feb,164,247,2,0,5.7,1.46,0.73,0.0,132,0.0,407,130,0,2024-12-16T10:30:07.655172Z,,1.69,0,5,546,True,B.Badiashile,224,124,0.0,0,505,0,1.2,414,0.1,False,0.0,0.00,0,0,0,0,211,0.06,22,0,i,0
154,Lucas Bergström,39,GKP,Chelsea,318,0.0,0.0,0,0.0,0,0.0,82,0.00,0,,48,2021-07-27,0.0,503,20549,0.5,0.0,0.5,-1,0,0.0,510,72.0,20658,,,0,714,23,0.00,45,0.0,,49,0,1,0,0.0,0.0,0.0,0.0,48,0.0,476,73,0,,,0.0,0,0,437,True,Bergström,10,48,,0,403,0,0.0,502,0.3,False,0.0,0.00,0,0,0,0,36,0.00,0,0,a,0
155,Marcus Bettinelli,39,GKP,Chelsea,273,0.0,0.0,0,0.0,0,0.0,157,0.00,0,,42,2021-07-28,0.0,495,26695,0.5,0.0,0.5,-1,0,0.0,502,241.0,30600,,,0,699,17,0.00,36,0.0,,43,0,1,0,0.0,0.0,0.0,0.0,42,0.0,468,67,0,,,0.0,0,0,429,True,Bettinelli,4,42,,0,394,0,0.0,494,0.4,False,0.0,0.00,0,0,0,0,30,0.00,0,0,a,0
157,Moisés Caicedo Corozo,49,MID,Chelsea,187,384.4,2.8,21,2.0,1,0.03,1036,28.46,0,,56,2023-08-14,344.8,60,220433,2.5,0.0,2.5,-1,25,0.11,146,62.0,262008,,,0,273,40,2.17,269,0.08,,57,1855,1,3,78.9,1.21,1.02,59.0,17,0.4,51,179,0,,,1.38,2,59,246,True,Caicedo,137,61,,0,146,2,12.0,90,1.3,False,0.24,0.53,0,0,4,5,63,1.64,359,0,a,0
158,Cesare Casadei,44,MID,Chelsea,420,0.0,0.0,0,0.0,0,0.0,65,0.00,0,,236,2022-08-19,0.0,594,26380,0.5,0.0,0.5,-1,0,0.0,600,106.0,22705,,,0,517,238,0.00,23,0.0,,149,0,1,0,0.0,0.0,0.0,0.0,237,0.0,587,308,0,,,0.0,0,0,567,True,Casadei,230,240,,0,529,0,0.0,593,0.1,False,0.0,0.00,0,0,0,0,196,0.00,0,0,a,0
160,Ben Chilwell,47,DEF,Chelsea,259,0.0,0.0,0,0.0,0,0.0,162,0.00,0,,245,2020-08-26,0.0,681,94327,0.5,0.0,0.5,-3,0,0.0,685,241.0,40120,,,0,331,245,0.00,61,0.0,,97,0,3,0,0.0,0.0,0.0,0.0,245,0.0,676,45,0,,,0.0,0,0,663,True,Chilwell,243,245,,0,630,0,0.0,681,0.5,False,0.0,0.00,0,0,0,0,235,0.00,0,0,a,0
161,Carney Chukwuemeka,48,MID,Chelsea,532,0.0,0.0,0,0.0,0,0.0,10,0.00,0,,302,2022-08-04,0.0,688,7853,0.5,0.0,0.5,-2,0,0.0,690,241.0,4549,100.0,,0,317,302,0.00,7,0.0,,207,0,2,0,0.0,0.0,0.0,0.0,302,0.0,683,205,0,2024-10-04T12:30:06.437566Z,,0.0,0,0,673,True,Chukwuemeka,298,303,100.0,0,646,0,0.0,688,0.0,False,0.0,0.00,0,0,0,0,276,0.00,0,0,a,0
162,Levi Colwill,46,DEF,Chelsea,74,388.4,2.4,20,2.4,0,0.02,4491,27.76,0,,35,2022-07-01,131.8,58,498513,2.9,0.0,2.9,1,25,0.07,198,241.0,923893,100.0,,0,352,40,1.50,627,0.05,,27,1800,-1,1,58.4,1.25,1.0,63.0,21,0.5,178,52,0,2024-11-12T14:30:07.619476Z,,1.39,1,47,244,True,Colwill,71,59,100.0,0,109,1,10.2,141,4.9,False,0.2,0.43,0,0,5,4,33,1.07,233,0,a,0
163,Marc Cucurella Saseta,52,DEF,Chelsea,54,249.6,2.5,17,1.0,1,0.03,5629,22.66,0,,44,2022-08-05,173.7,164,973173,1.5,0.0,1.5,2,21,0.12,191,200.0,985982,100.0,,0,160,29,2.01,945,0.09,,17,1535,-2,2,53.0,1.23,1.0,106.0,60,0.2,137,19,1,2024-12-16T09:30:06.586582Z,,1.33,1,47,180,True,Cucurella,38,54,100.0,0,248,2,9.0,160,6.8,False,0.18,0.55,0,0,6,3,81,1.46,212,1,a,0
164,David Datro Fofana,54,FWD,Chelsea,497,0.0,0.0,0,0.0,0,0.0,4,0.00,0,,75,,0.0,715,15105,0.0,0.0,0.0,-1,0,0.0,715,54.0,4727,0.0,,0,139,75,0.00,0,0.0,Transferred to AEK Athens,67,0,1,0,0.0,0.0,0.0,0.0,75,0.0,713,41,0,2024-09-11T14:26:52.770225Z,,0.0,0,0,712,False,D.D.Fofana,75,75,0.0,0,699,0,0.0,715,0.1,False,0.0,0.00,0,0,0,0,71,0.00,0,0,u,0
165,Deivid Washington de Souza Eugênio,49,FWD,Chelsea,404,0.0,0.0,0,0.0,0,0.0,39,0.00,0,,70,2023-08-24,0.0,697,19752,0.5,0.0,0.5,-1,0,0.0,698,30.0,15725,,,0,281,69,0.00,33,0.0,,61,0,1,0,0.0,0.0,0.0,0.0,70,0.0,692,58,0,,,0.0,0,0,686,True,Deivid,70,71,,0,667,0,0.0,697,0.1,False,0.0,0.00,0,0,0,0,63,0.00,0,0,a,0
166,Kiernan Dewsbury-Hall,55,MID,Chelsea,438,9.4,1.0,0,0.0,0,0.0,28,1.13,0,,212,2024-07-02,15.3,450,26387,0.0,0.0,0.0,-5,2,0.08,461,241.0,6553,0.0,,0,107,206,0.05,1,0.08,Unknown - Unknown return date,158,56,5,0,2.5,3.21,0.0,0.0,210,0.0,375,65,0,2024-12-29T08:30:08.647462Z,,1.82,0,5,713,True,Dewsbury-Hall,318,218,0.0,0,702,0,0.9,444,0.1,False,0.0,0.00,0,0,0,0,313,0.05,15,0,i,0
167,Axel Disasi,42,DEF,Chelsea,277,84.8,4.2,4,1.2,1,0.07,465,6.07,0,,115,2023-08-04,33.9,332,73129,1.7,0.0,1.7,-3,3,0.09,41,73.0,63622,,,0,584,104,0.38,76,0.02,,104,350,3,0,15.5,0.77,1.03,36.0,118,0.3,321,147,0,,,1.56,0,21,283,True,Disasi,89,6,,0,206,0,5.0,343,0.4,False,0.51,0.29,0,0,1,2,68,0.09,81,0,a,0
168,Enzo Fernández,50,MID,Chelsea,49,415.0,3.5,16,2.0,3,0.14,13214,21.12,0,4.0,15,2023-01-31,602.6,44,834929,2.5,0.0,2.5,0,21,0.37,79,10.0,1452551,,3.0,0,215,9,6.16,1085,0.23,,13,1507,0,4,126.2,1.25,0.96,242.0,13,0.4,9,136,0,,3.0,1.26,3,69,73,True,Enzo,46,33,,0,148,6,13.8,20,7.5,False,0.18,2.31,0,0,3,3,65,3.85,373,1,a,0
169,Conor Gallagher,59,MID,Chelsea,414,0.0,0.0,0,0.0,0,0.0,8,0.00,0,,321,,0.0,718,72331,0.0,0.0,0.0,-1,0,0.0,718,,1567,0.0,,0,84,320,0.00,0,0.0,Transferred to Atletico Madrid,146,0,1,0,0.0,0.0,0.0,0.0,321,0.0,717,55,0,2024-08-22T11:20:34.236891Z,,0.0,0,0,717,False,Gallagher,320,321,0.0,0,705,0,0.0,718,0.1,False,0.0,0.00,0,0,0,0,315,0.00,0,0,u,0
170,Alfie Gilchrist,40,DEF,Chelsea,565,0.0,0.0,0,0.0,0,0.0,5,0.00,0,,199,,0.0,544,7250,0.0,0.0,0.0,0,0,0.0,550,,0,0.0,,0,656,196,0.00,0,0.0,Has joined Sheffield United on a season-long,200,0,0,0,0.0,0.0,0.0,0.0,199,0.0,523,192,0,2024-08-09T11:15:16.064928Z,,0.0,0,0,490,False,Gilchrist,185,199,0.0,0,454,0,0.0,543,0.0,False,0.0,0.00,0,0,0,0,171,0.00,0,0,u,0
171,Malo Gusto,49,DEF,Chelsea,135,218.0,1.7,14,1.8,0,0.09,3185,19.22,0,,38,2023-01-28,231.2,189,441156,2.3,0.0,2.3,-1,18,0.17,310,73.0,316041,100.0,,0,271,19,2.35,216,0.08,,53,1238,1,1,55.8,1.31,1.02,107.0,74,0.4,98,29,0,2024-11-13T09:30:07.704412Z,,1.4,0,29,178,True,Gusto,36,104,100.0,0,163,0,5.9,147,2.0,False,0.07,1.23,0,0,3,1,55,1.12,144,0,a,0
172,Reece James,48,DEF,Chelsea,339,75.6,2.4,3,1.4,1,0.03,110,6.00,0,,121,2019-05-15,39.6,341,83579,1.9,0.0,1.9,-2,5,0.14,201,241.0,84628,100.0,2.0,0,303,95,0.40,3487,0.11,,126,274,2,0,12.3,1.64,0.99,7.0,121,0.3,306,34,0,2024-11-21T14:00:08.020459Z,2.0,1.97,7,12,381,True,James,133,60,100.0,0,194,0,2.5,359,0.2,False,0.0,0.08,0,0,0,0,65,0.32,45,1,a,0
173,Omari Kellyman,44,MID,Chelsea,593,0.0,0.0,0,0.0,0,0.0,5,0.00,0,,238,2024-06-29,0.0,596,5767,0.0,0.0,0.0,-1,0,0.0,602,241.0,3147,0.0,,0,520,240,0.00,4,0.0,Hamstring injury - Unknown return date,246,0,1,0,0.0,0.0,0.0,0.0,239,0.0,589,311,0,2024-09-08T23:00:06.668188Z,,0.0,0,0,569,True,Kellyman,232,242,0.0,0,531,0,0.0,595,0.0,False,0.0,0.00,0,0,0,0,198,0.00,0,0,i,0
174,Roméo Lavia,45,MID,Chelsea,253,90.4,1.5,8,0.0,0,0.03,159,11.00,0,,161,2023-08-18,96.7,326,247037,0.5,0.0,0.5,0,10,0.08,333,21.0,187933,100.0,,0,427,135,0.48,110,0.05,,77,530,0,1,19.3,1.7,1.36,5.0,152,0.0,215,263,0,2024-12-20T16:45:59.176104Z,,1.87,0,15,395,True,Lavia,209,150,100.0,0,589,0,3.3,326,0.5,False,0.17,0.18,0,0,4,1,234,0.30,81,0,a,0
175,Romelu Lukaku Bolingoli,63,FWD,Chelsea,358,0.0,0.0,0,0.0,0,0.0,6,0.00,0,,77,,0.0,719,61192,0.0,0.0,0.0,-2,0,0.0,719,,8049,0.0,,0,53,77,0.00,0,0.0,Permanent transfer to Napoli,58,0,2,0,0.0,0.0,0.0,0.0,77,0.0,718,20,0,2024-08-30T10:21:53.872158Z,,0.0,0,0,719,False,Lukaku,77,77,0.0,0,710,0,0.0,719,0.2,False,0.0,0.00,0,0,0,0,75,0.00,0,0,u,0
176,Malang Sarr,45,DEF,Chelsea,702,0.0,0.0,0,0.0,0,0.0,0,0.00,0,,239,,0.0,607,452,0.0,0.0,0.0,0,0,0.0,613,,0,0.0,,0,368,239,0.00,0,0.0,Permanent move to RC Lens,241,0,0,0,0.0,0.0,0.0,0.0,239,0.0,601,60,0,2024-07-29T09:46:25.583703Z,,0.0,0,0,584,False,M.Sarr,235,239,0.0,0,546,0,0.0,606,0.0,False,0.0,0.00,0,0,0,0,226,0.00,0,0,u,0
177,Noni Madueke,61,MID,Chelsea,80,329.2,4.3,15,1.2,5,0.4,3700,19.98,1,3.0,14,2023-01-20,275.2,101,2099497,1.7,0.0,1.7,-4,18,0.53,40,241.0,2380766,100.0,,0,73,57,6.98,526,0.13,,26,1196,4,4,128.3,1.35,1.13,678.0,33,0.2,73,47,0,2025-01-12T22:30:08.747901Z,,1.5,2,81,7,True,Madueke,3,19,100.0,-1,227,10,13.3,19,4.7,False,0.23,5.31,0,0,3,3,106,1.67,272,1,a,0
178,Marc Guiu Paz,47,FWD,Chelsea,245,0.0,1.0,0,0.2,0,0.0,388,0.53,0,,65,2024-07-01,0.3,683,133470,0.7,0.0,0.7,-3,2,0.0,442,200.0,103591,,,0,339,49,0.00,299,0.0,,41,33,3,0,0.0,5.45,0.0,0.0,65,0.0,456,62,0,,,1.45,0,2,665,True,Marc Guiu,65,45,,0,379,0,0.4,683,0.6,False,0.0,0.00,0,0,0,0,39,0.00,5,0,a,0
179,Mykhailo Mudryk,62,MID,Chelsea,354,23.2,1.0,1,0.0,0,0.15,47,3.28,0,,185,2023-01-15,31.5,404,42084,0.0,0.0,0.0,-3,2,0.56,464,225.0,18024,0.0,,0,69,184,0.90,11,0.41,Suspended - unknown return date,116,145,3,0,8.5,1.24,0.62,31.0,188,0.0,325,44,0,2024-12-06T15:30:07.786308Z,,2.04,0,7,296,True,Mudryk,160,221,0.0,0,709,0,1.1,379,0.2,False,0.0,0.24,0,0,0,0,317,0.66,26,0,s,0
180,Nicolas Jackson,81,FWD,Chelsea,20,463.6,5.0,19,2.2,9,0.59,27789,20.78,0,,4,2023-07-01,251.7,28,3356160,2.7,0.0,2.7,6,16,0.65,15,189.0,5150843,,,0,12,4,11.17,5441,0.06,,4,1534,-6,5,149.2,0.94,1.11,774.0,5,0.3,84,4,0,,,1.22,4,100,3,True,N.Jackson,2,7,,0,135,15,12.3,12,20.2,False,0.47,10.11,0,0,5,8,20,1.06,380,2,a,0
181,Christopher Nkunku,58,MID,Chelsea,132,128.6,2.0,3,0.8,2,0.98,668,9.66,0,2.0,108,2023-07-01,114.4,273,1618957,1.3,0.0,1.3,-7,9,1.07,270,73.0,283833,,,0,88,126,4.62,86,0.09,,43,388,7,1,42.6,2.09,0.7,186.0,121,0.1,197,58,0,,,2.24,0,36,108,True,Nkunku,71,120,,0,281,4,6.2,210,2.1,False,0.0,4.24,0,0,1,0,140,0.38,109,1,a,0
182,Cole Palmer,114,MID,Chelsea,2,809.8,7.8,21,7.0,14,0.55,2933,27.88,0,1.0,2,2023-09-01,823.2,2,2778718,7.5,0.0,7.5,9,25,0.85,2,241.0,6264645,100.0,1.0,0,3,1,17.39,9014,0.3,,2,1838,-9,7,229.0,1.22,1.03,655.0,2,0.6,1,2,0,2024-11-12T14:30:07.656076Z,1.0,1.37,10,163,8,True,Palmer,4,2,100.0,0,7,29,14.3,2,68.9,True,0.2,11.28,0,0,3,4,5,6.11,680,7,a,0
183,Đorđe Petrović,44,GKP,Chelsea,383,0.0,0.0,0,0.0,0,0.0,26,0.00,0,,73,,0.0,590,63768,0.0,0.0,0.0,-1,0,0.0,596,,2753,0.0,,0,510,65,0.00,0,0.0,Loaned to Strasbourg,57,0,1,0,0.0,0.0,0.0,0.0,73,0.0,583,24,0,2024-08-31T06:26:07.653045Z,,0.0,0,0,563,False,Petrović,57,73,0.0,0,524,0,0.0,589,0.2,False,0.0,0.00,0,0,0,0,68,0.00,0,0,u,0
184,Renato Palma Veiga,44,MID,Chelsea,397,30.4,1.0,1,0.0,0,0.08,47,3.17,0,,198,2024-07-12,9.2,396,40527,0.5,0.0,0.5,-1,2,0.16,425,173.0,40890,,,0,522,214,0.31,66,0.08,,137,176,1,0,5.9,1.02,0.51,19.0,182,0.0,405,313,0,,,1.62,0,7,335,True,Renato Veiga,180,192,,0,533,0,1.6,409,0.2,False,0.51,0.16,0,0,2,1,200,0.15,22,0,a,0
185,Robert Sánchez,48,GKP,Chelsea,28,514.4,3.7,19,3.0,0,0.0,13596,26.44,0,,6,2023-08-05,0.0,17,1105131,3.5,3.42,3.5,3,23,0.0,67,200.0,2147041,,,1,298,71,0.01,1695,0.0,,5,1710,-3,0,51.3,1.21,1.0,0.0,5,0.6,680,12,0,,,1.39,1,70,669,True,Sánchez,65,11,,0,79,7,14.6,173,13.1,False,0.21,0.00,0,0,4,4,9,0.01,269,2,a,65
187,Tosin Adarabioyo,42,DEF,Chelsea,297,145.0,2.3,7,2.4,0,0.04,428,10.88,0,,105,2024-07-01,19.1,257,43477,2.9,0.0,2.9,-3,8,0.05,207,241.0,49781,,,0,576,121,0.38,232,0.01,,111,640,3,0,20.3,1.12,0.98,37.0,96,0.6,361,139,0,,,1.53,1,23,280,True,Tosin,86,63,,0,106,3,5.5,320,0.3,False,0.28,0.31,0,0,1,2,31,0.07,107,0,a,0
189,Wesley Fofana,44,DEF,Chelsea,316,187.2,1.6,12,0.0,0,0.04,79,13.99,0,,84,2022-08-31,70.0,220,104204,0.0,0.0,0.0,-1,12,0.05,324,73.0,83446,0.0,,0,509,72,0.55,2,0.01,Hamstring injury - Expected back 25 May,118,1015,1,0,28.7,1.06,1.06,29.0,84,0.0,261,105,0,2024-12-02T00:00:08.059563Z,,1.24,0,19,301,True,W.Fofana,98,111,0.0,0,523,2,4.3,273,0.3,False,0.09,0.40,0,0,6,1,222,0.15,133,0,i,0
386,Jadon Sancho,62,MID,Chelsea,184,223.2,3.5,11,2.8,2,0.1,1579,14.78,0,,58,2024-08-30,288.5,182,401007,3.3,0.0,3.3,-3,14,0.3,82,241.0,468510,100.0,,0,61,55,3.18,536,0.2,,54,958,3,5,73.2,1.32,1.03,222.0,73,0.5,70,37,0,2024-11-07T09:00:07.812014Z,,1.39,2,53,81,True,Sancho,52,34,100.0,0,95,3,8.5,95,1.3,False,0.19,1.10,0,0,1,2,45,2.08,238,0,a,0
